document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,question_span_grounded,question_linenum,answer_span_grounded,answer_linenum,mention1,mention1_globalpos,mention1_chapterpos,mention1_chapterindex,mention2,mention2_globalpos,mention2_chapterpos,mention2_chapterindex
7c531dc41880b96b8acfaf66a39a85b91d68b636,train,Who is Lucy?,Sam's young daughter,Sam's daughter,Who is Lucy ?,Sam s young daughter,Sam s daughter,Lucy,348,daughter,1340,Lucy,12315:12319,12315:12319,0,daughter,50939:50947,10799:10807,2
7c531dc41880b96b8acfaf66a39a85b91d68b636,train,Who is Rita Harrison?,A big shot lawyer who takes Sam's case pro bono to help him retain his parental rights.,Sam's lawyer,Who is Rita Harrison ?,A big shot lawyer who takes Sam s case pro bono to help him retain his parental rights .,Sam s lawyer,RITA,1918,lawyer,2067,RITA,74509:74513,34369:34373,2,lawyer,80204:80210,591:597,3
7c963cf6567bcfcf092c9bb3d72d09562ba6b794,test,Who is Dionne?,Cher's best friend,cher's best friend,Who is Dionne ?,Cher s best friend,cher s best friend,Dionne,439,friend,439,Dionne,15036:15042,15036:15042,0,friend,15059:15065,15059:15065,0
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Anna's stepson?,Owen,Owen,Who is Anna s stepson ?,Owen,Owen,stepson,110,Owen Leath,110,stepson,4508:4515,3671:3678,1,Owen Leath,4470:4480,3633:3643,1
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Effie's governess?,Sophy Viner.,sophy viner,Who is Effie s governess ?,Sophy Viner .,sophy viner,governess,2371,Sophy Viner,442,governess,124635:124644,4817:4826,2,Sophy Viner,22554:22565,21717:21728,1
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Owen's grandmother?,The Dowager Marquis de Chantelle.,Dowager Marquise de Chantelle,Who is Owen s grandmother ?,The Dowager Marquis de Chantelle .,Dowager Marquise de Chantelle,grandmother,2918,Madame de Chantelle,10223,grandmother,153779:153790,33961:33972,2,Madame de Chantelle,505701:505720,74993:75012,5
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Adelaide Painter?,An old family friend.,An old family friend.,Who is Adelaide Painter ?,An old family friend .,An old family friend .,Adelaide Painter,2943,the lady,6140,Adelaide Painter,154725:154741,34907:34923,2,the lady,309559:309567,67556:67564,3
7e4d0d1411048ca6d9a04d4eeab1837d650b228d,test,Who was Jean?,Douglas's wife,DOUGLAS' WIFE,Who was Jean ?,Douglas s wife,DOUGLAS ' WIFE,DOUGLAS,460,your,2422,DOUGLAS,14278:14285,1342:1349,2,your,72523:72527,1243:1247,31
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Caden Cotard's wife?,Adele,Claire,Who is Caden Cotard s wife ?,Adele,Claire,you,4204,CLAIRE,1557,you,109410:109413,28782:28785,3,CLAIRE,42436:42442,42436:42442,0
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Adele?,Caden's first wife.,Caden's wife,Who is Adele ?,Caden s first wife .,Caden s wife,Adele,213,wife,1841,Adele,7021:7026,7021:7026,0,wife,49069:49073,49069:49073,0
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Hazel?,A woman who works in the box office that Caden has an affair with.  ,"A woman who works in the box office who Caden has a fling with, a relationship that carries on after she is married",Who is Hazel ?,A woman who works in the box office that Caden has an affair with .,"A woman who works in the box office who Caden has a fling with , a relationship that carries on after she is married",Hazel,1097,You,7770,Hazel,30908:30913,30908:30913,0,You,206571:206574,1396:1399,7
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6,train,Who is Arnholm?,Bolette's former tutor.,A daughter of Dr. Wangel,Who is Arnholm ?,Bolette s former tutor .,A daughter of Dr. Wangel,Arnholm,95,tutor,98,Arnholm,2378:2385,1027:1034,1,tutor,2496:2501,1145:1150,1
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6,train,Who is Arnholm?,Bolette's former tutor.,A daughter of Dr. Wangel,Who is Arnholm ?,Bolette s former tutor .,A daughter of Dr. Wangel,Arnholm,425,tutor,1945,Arnholm,12811:12818,11460:11467,1,tutor,62961:62966,797:802,3
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Alice Poulson?,Hoffman's girlfriend.,"Hoffman's girlfriend, an ex-con hired by NURV to manipulate him.",Who is Alice Poulson ?,Hoffman s girlfriend .,"Hoffman s girlfriend , an ex-con hired by NURV to manipulate him .",ALICE POULSON,389,girlfriend,1305,ALICE POULSON,14692:14705,14692:14705,0,girlfriend,52750:52760,14127:14137,2
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Milo Hoffman?,A young owner of Skullbocks,Stanford Graduate.,Who is Milo Hoffman ?,A young owner of Skullbocks,Stanford Graduate .,Milo,2108,him,2294,Milo,84623:84627,20508:20512,3,him,91635:91638,27520:27523,3
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Gary Winston?,The CEO of NURV who offers Milo a software job at his company,CEO of NURV,Who is Gary Winston ?,The CEO of NURV who offers Milo a software job at his company,CEO of NURV,GARY,1588,his,1693,GARY,64071:64075,25448:25452,2,his,68381:68384,4266:4269,3
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Lisa Calighan?,A coworker who agrees to help Hoffman but is really a double agent.,Friend and co-worker,Who is Lisa Calighan ?,A coworker who agrees to help Hoffman but is really a double agent .,Friend and co-worker,LISA,1278,this girl,2198,LISA,51587:51591,12964:12968,2,this girl,88153:88162,24038:24047,3
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Duke Senior's daughter?,Rosalind,Rosalind.,Who is Duke Senior s daughter ?,Rosalind,Rosalind .,daughter,702,Rosalind,160,daughter,23724:23732,23724:23732,0,Rosalind,5470:5478,5470:5478,0
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Touchstone?,The court clown,court clown ,Who is Touchstone ?,The court clown,court clown,Touchstone,1047,Clowne,1021,Touchstone,35672:35682,4785:4795,7,Clowne,34873:34879,3986:3992,7
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Orlando's brother?,Oliver,Oliver,Who is Orlando s brother ?,Oliver,Oliver,brother,59,Oli,134,brother,2116:2123,2116:2123,0,Oli,4613:4616,4613:4616,0
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is on his deathbed?,Kane,Charles Foster Kane,Who is on his deathbed ?,Kane,Charles Foster Kane,his,2260,Kane,8673,his,96329:96332,73936:73939,5,Kane,366522:366526,4151:4155,6
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is Kane's business manager?,Bernstein,Bernstein,Who is Kane s business manager ?,Bernstein,Bernstein,manager,1176,Bernstein,1177,manager,50650:50657,28257:28264,5,Bernstein,50708:50717,28315:28324,5
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is Emily Norton's uncle?,The President of the United States.,The President of the United States,Who is Emily Norton s uncle ?,The President of the United States .,The President of the United States,uncle,5246,President,5245,uncle,224400:224405,202007:202012,5,President,224357:224366,201964:201973,5
86124527eecec5f80742149412e04a52909228e7,train,Who is Aucassin?,Son of count Garin Beaucaire,Son of Count Garin of Beaucaire,Who is Aucassin ?,Son of count Garin Beaucaire,Son of Count Garin of Beaucaire,Aucassin,241,son,241,Aucassin,10604:10612,10604:10612,0,son,10617:10620,10617:10620,0
86124527eecec5f80742149412e04a52909228e7,train,Who is Nicolette?,Aucassin love,A Saracen maiden in love with Aucassin.,Who is Nicolette ?,Aucassin love,A Saracen maiden in love with Aucassin .,Nicolette,211,maiden,939,Nicolette,9734:9743,9734:9743,0,maiden,39866:39872,39866:39872,0
87fe5dafbe80516d43917d624a49f61c3f5d2f06,test,Who is Imam?,A Muslim priest.,A Muslim Priest,Who is Imam ?,A Muslim priest .,A Muslim Priest,IMAM,772,his,5518,IMAM,24297:24301,24297:24301,0,his,175742:175745,113183:113186,1
89310fab440108c81d027f0407ad1a8ed20f9c24,train,Who is Julio Madariaga's oldest daughter?,She is the wife of Marcelo Desonyers.,Marcelo's wife,Who is Julio Madariaga s oldest daughter ?,She is the wife of Marcelo Desonyers .,Marcelo s wife,daughter,1692,wife,1742,daughter,89203:89211,26520:26528,2,wife,92098:92102,29415:29419,2
89310fab440108c81d027f0407ad1a8ed20f9c24,train,Who is Julio Desnoyers?,The son of Marcelo Desnoyers and his wife.,The son of Marcelo Desnoyers.,Who is Julio Desnoyers ?,The son of Marcelo Desnoyers and his wife .,The son of Marcelo Desnoyers .,a boy,2265,Julio Desnoyers,2274,a boy,119479:119484,56796:56801,2,Julio Desnoyers,119836:119851,57153:57168,2
897c6dbe8ac017f03e773168f3172bca343731a2,train,Who is Stacy?,The hit man hired by Avery,A hit-man.,Who is Stacy ?,The hit man hired by Avery,A hit-man .,Stacy,3292,you,3323,Stacy,103021:103026,103021:103026,0,you,103826:103829,103826:103829,0
897c6dbe8ac017f03e773168f3172bca343731a2,train,Who is Valentine's security agent?,Avery,Avery.,Who is Valentine s security agent ?,Avery,Avery .,consultant,3121,Avery,3108,consultant,97638:97648,97638:97648,0,Avery,97123:97128,97123:97128,0
8b5a5e185f5a7d9f240a38d396205831967418ff,test,Who was Lady Glencora's closest confidant?,Mrs. Finn.,Mrs. Finn,Who was Lady Glencora s closest confidant ?,Mrs. Finn .,Mrs. Finn,friend,7601,Mrs. Finn,7565,friend,347653:347659,4818:4824,23,Mrs. Finn,346564:346573,3729:3738,23
8b6f5b48584406378734c720276da32e9d93adeb,train,WHO IS LUCY DEANE'S SUITOR?,STEPHEN GUEST,Stephen Guest,WHO IS LUCY DEANE S SUITOR ?,STEPHEN GUEST,Stephen Guest,you,14652,Stephen Guest,14622,you,787501:787504,1970:1973,85,Stephen Guest,786075:786088,544:557,85
8b6f5b48584406378734c720276da32e9d93adeb,train,Who is Lucy Deane to Maggie?,Her cousin.,Her cousin,Who is Lucy Deane to Maggie ?,Her cousin .,Her cousin,my,14717,Lucy,14715,my,790154:790156,4623:4625,85,Lucy,789992:789996,4461:4465,85
8b801dd3b69733e83206589fe5646f63838e5e1b,valid,Who is Linda to Earl?,His trophy wife. ,Linda is Earl's wife.,Who is Linda to Earl ?,His trophy wife .,Linda is Earl s wife .,LINDA,1239,wife,6500,LINDA,47280:47285,47280:47285,0,wife,253471:253475,253471:253475,0
8b801dd3b69733e83206589fe5646f63838e5e1b,valid,Who is Donnie Smith?,"Donnie smith is a former winner on ""What do Kids Know?"" whose parents spent his prize money.",a former What Do Kids Know? champion whose parents spent his prize money,Who is Donnie Smith ?,Donnie smith is a former winner on What do Kids Know ? whose parents spent his prize money .,a former What Do Kids Know ? champion whose parents spent his prize money,DONNIE,2803,you,2879,DONNIE,110396:110402,110396:110402,0,you,113110:113113,113110:113113,0
8bed193f6ba9d1e50cc86f0b56531dc33bb8d409,test,Who is Ed's brother?,Ray,Ray,Who is Ed s brother ?,Ray,Ray,brother,486,RAY,491,brother,13191:13198,13191:13198,0,RAY,13406:13409,13406:13409,0
8c363b08c0232e49fcf1e41b00a1719e2fa0d157,train,Who is Clifford to Charlotte?,Her Brother.,Mr. Wentworth's son,Who is Clifford to Charlotte ?,Her Brother .,Mr. Wentworth s son,Charlotte,1242,sister,1250,Charlotte,56249:56258,3332:3341,9,sister,56382:56388,3465:3471,9
8c363b08c0232e49fcf1e41b00a1719e2fa0d157,train,Who is Felix to Eugenia?,It is her brother.,Her brother,Who is Felix to Eugenia ?,It is her brother .,Her brother,Felix,334,brother,295,Felix,15030:15035,14084:14089,7,brother,13220:13227,12274:12281,7
8d34e0da546a23ce02b96f88aaba16054764807f,test,Who is Billy Moorcroft?,A Utah boy who goes mysteriously missing.,A missing boy.,Who is Billy Moorcroft ?,A Utah boy who goes mysteriously missing .,A missing boy .,BILLY MOORCROFT,1785,the missing boy,2192,BILLY MOORCROFT,72185:72200,281:296,28,the missing boy,88791:88806,599:614,35
916835cb4bcb3baa6333e7cca25bef7710dbdcbc,test,Who is Rosemary?,Olive's mother,Olive's mother,Who is Rosemary ?,Olive s mother,Olive s mother,ROSEMARY,1139,mother,1139,ROSEMARY,41067:41075,1750:1758,16,mother,41059:41065,1742:1748,16
92134f0c9dc82e7b2cc9afd5896ae8dc7d6d088e,train,Who is Geoffry Howe?,Lady Thatcher's Deputy that resigned,A politician ,Who is Geoffry Howe ?,Lady Thatcher s Deputy that resigned,A politician,GEOFFREY HOWE,2188,He,4934,GEOFFREY HOWE,78478:78491,10144:10157,1,He,188613:188615,36746:36748,2
92134f0c9dc82e7b2cc9afd5896ae8dc7d6d088e,train,Who is Thatcher's deputy?,Geoffrey Howe,Geoffrey Howe,Who is Thatcher s deputy ?,Geoffrey Howe,Geoffrey Howe,Margaret Thatcher,2869,her,3539,Margaret Thatcher,106798:106815,38464:38481,1,her,134935:134938,66601:66604,1
922ac7cfbc0ffe736ce42b2f0035caed42364bed,valid,Who is Linda's boyfriend?,Doyle,Doyle Hargraves,Who is Linda s boyfriend ?,Doyle,Doyle Hargraves,boyfriend,1953,Doyle Hargraves,1954,boyfriend,64821:64830,9534:9543,2,Doyle Hargraves,64859:64874,9572:9587,2
92e3d1558dc50b861ca5d07bfef2f030b4e785e7,train,Who is Comte de Mauves' sister?,Madame de Clarian,Madame de clairin,Who is Comte de Mauves ' sister ?,Madame de Clarian,Madame de clairin,sister-in-law,2419,Madame Clairin,893,sister-in-law,145270:145283,40068:40081,7,Madame Clairin,54795:54809,5613:5627,1
92e3d1558dc50b861ca5d07bfef2f030b4e785e7,train,Who was naive and idealistic as a child?,Madame de Mauves,Madame de Mauves,Who was naive and idealistic as a child ?,Madame de Mauves,Madame de Mauves,her,176,Madame de Mauves,2386,her,8900:8903,8900:8903,0,Madame de Mauves,143498:143514,38296:38312,7
94328b4aa4b54eab7b004ee7ecbaff9536498590,test,Who is Thomasina Tittlemouse?,"A ""resourceful"" wood mouse",A wood mouse.,Who is Thomasina Tittlemouse ?,A resourceful wood mouse,A wood mouse .,Thomasina Tittlemouse,116,woodmouse,117,Thomasina Tittlemouse,3043:3064,3043:3064,0,woodmouse,3068:3077,3068:3077,0
94dc6d01df88f97843813efb11e5d7e48562c869,valid,Who is Dain Maroola?,"A Malayan prince who wanted to talk to Almayer about trading, but ended up falling in love with Almayer's daughter Nina.",a Malayan prince,Who is Dain Maroola ?,"A Malayan prince who wanted to talk to Almayer about trading , but ended up falling in love with Almayer s daughter Nina .",a Malayan prince,Dain Maroola,1369,prince,2391,Dain Maroola,82161:82173,2000:2012,4,prince,143467:143473,15162:15168,6
96fe0d2109b097524413be7ec351eb78f40b8feb,train,Who is Scott Roper?,The best hostage negotiator in San Francisco.,the best hostage negotiator in San Francisco,Who is Scott Roper ?,The best hostage negotiator in San Francisco .,the best hostage negotiator in San Francisco,Scott Roper,464,negotiator,473,Scott Roper,17054:17065,17054:17065,0,negotiator,17490:17500,17490:17500,0
96fe0d2109b097524413be7ec351eb78f40b8feb,train,"Who is Veronica ""Ronnie"" Tate?",A newspaper reporter.,A newspaper reporter,Who is Veronica Ronnie Tate ?,A newspaper reporter .,A newspaper reporter,VERONICA (RONNIE) TATE,801,She,4457,VERONICA (RONNIE) TATE,29934:29956,29934:29956,0,She,171864:171867,59345:59348,2
96fe0d2109b097524413be7ec351eb78f40b8feb,train,"Who is Veronica ""Ronnie"" Tate's boyfriend?",Scott Roper,Scott Roper,Who is Veronica Ronnie Tate s boyfriend ?,Scott Roper,Scott Roper,you,4580,VERONICA (RONNIE) TATE,801,you,176618:176621,64099:64102,2,VERONICA (RONNIE) TATE,29934:29956,29934:29956,0
96fe0d2109b097524413be7ec351eb78f40b8feb,train,Who is Korda?,A professional jewel thief.,Korda Is a professional  Jewel thief,Who is Korda ?,A professional jewel thief .,Korda Is a professional Jewel thief,Korda,3666,thief,3666,Korda,141876:141881,29357:29362,2,thief,141831:141836,29312:29317,2
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Pernilla?,Mikael Bomkvist's daughter.,Blomkvist's daughter,Who is Pernilla ?,Mikael Bomkvist s daughter .,Blomkvist s daughter,Pernilla,734,daughter,659,Pernilla,26411:26419,109:117,20,daughter,23347:23355,1192:1200,16
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Anita?,Harriet's cousin,The cousin of Harriet,Who is Anita ?,Harriet s cousin,The cousin of Harriet,Anita,2598,cousin,4877,Anita,99153:99158,158:163,92,cousin,186855:186861,1728:1734,176
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Harriet?,Henrik Vanger's grandniece who disappeared and is assumed dead,Henrick's grandniece,Who is Harriet ?,Henrik Vanger s grandniece who disappeared and is assumed dead,Henrick s grandniece,Harriet,1140,granddaughter,1140,Harriet,41767:41774,1528:1535,34,granddaughter,41780:41793,1541:1554,34
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Nils Bjurman?,Salander's new legal guardian who she blackmails,Salander's new guardian.,Who is Nils Bjurman ?,Salander s new legal guardian who she blackmails,Salander s new guardian .,BJURMAN,2186,guardian,1917,BJURMAN,83844:83851,967:974,75,guardian,73133:73141,757:765,65
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Holger Palmgren?,Salanders old caretaker who she confides in about her feelings for Blomkvist,Salander's previous guardian.,Who is Holger Palmgren ?,Salanders old caretaker who she confides in about her feelings for Blomkvist,Salander s previous guardian .,Palmgren,1912,him,2241,Palmgren,72883:72891,507:515,65,him,85760:85763,888:891,77
997d5c49c59f9ac935fe208ed84c5500cf649c98,test,Who is Cynthia Webb?,"She is Davinci's mistress, the stripper who they use to pin the murder on Joe",A local stripper and Divinci's mistress.,Who is Cynthia Webb ?,"She is Davinci s mistress , the stripper who they use to pin the murder on Joe",A local stripper and Divinci s mistress .,CYNTHIA,584,she,590,CYNTHIA,21456:21463,21456:21463,0,she,21672:21675,21672:21675,0
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac,train,Who is Alleyne the son of?,Edric,Edric.,Who is Alleyne the son of ?,Edric,Edric .,Alleyne,508,The youth,510,Alleyne,25131:25138,3230:3237,2,The youth,25174:25183,3273:3282,2
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac,train,Who is Mary to Sir Nigel?,his wife,his wife,Who is Mary to Sir Nigel ?,his wife,his wife,Mary,5639,wife,4132,Mary,302775:302779,13941:13945,11,wife,220445:220449,20226:20230,8
9bb9407d60ce0a2e7b57defe538f8578ea79493b,test,Who was Feemy?,Local prostitute.,the local prostitute,Who was Feemy ?,Local prostitute .,the local prostitute,FEEMY,3748,a rose,3858,FEEMY,199958:199963,160769:160774,1,a rose,205264:205270,166075:166081,1
9c97f8fe3e6e78aa8d35e3c4759a4d1f766000bc,test,Who is Ramon Esperanza?,A dictator and drug lord from Velverde.,he is a drug lord and dictator of Val Verde,Who is Ramon Esperanza ?,A dictator and drug lord from Velverde .,he is a drug lord and dictator of Val Verde,Ramon Esperanza,388,Esperanza,3762,Ramon Esperanza,12412:12427,12412:12427,0,Esperanza,116416:116425,47896:47905,3
9cd25b973d253386eaebbb7f2f7821dc7518f6d6,test,Who is Francis Dollarhyde?,The Tooth Fairy,"The ""tooth fairy""/ the killer ",Who is Francis Dollarhyde ?,The Tooth Fairy,The tooth fairy / the killer,Francis Dollarhyde,8063,Tooth Fairy,4740,Francis Dollarhyde,194861:194879,277:295,125,Tooth Fairy,121011:121022,1473:1484,73
9e7069f1b5816540f2eb1cc238c59439f7c4345c,train,Who is Terry Benedict's girlfriend?,Tess,Tess,Who is Terry Benedict s girlfriend ?,Tess,Tess,woman,468,Tess,1181,woman,15280:15285,882:887,2,Tess,38994:38998,6731:6735,3
9e7069f1b5816540f2eb1cc238c59439f7c4345c,train,Who is Tess?,Danny's ex wife.,Danny's ex-wife and Benedict's current girlfriend,Who is Tess ?,Danny s ex wife .,Danny s ex-wife and Benedict s current girlfriend,Tess,1181,wife,272,Tess,38994:38998,6731:6735,3,wife,8566:8570,8566:8570,0
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a,train,WHO IS CRAIG SCWARTZ'S WIFE?,LOTTE,Lotte,WHO IS CRAIG SCWARTZ S WIFE ?,LOTTE,Lotte,honey,248,Craig,345,honey,7815:7820,7815:7820,0,Craig,10796:10801,10796:10801,0
a03d6a5ddf48beb93529c87571fad8e02d17b373,train,Who is Jeannine?,Conrad's girlfriend,She is a fellow student Conrad is dating.,Who is Jeannine ?,Conrad s girlfriend,She is a fellow student Conrad is dating .,tenor,4424,Conrad,226,tenor,187708:187713,828:833,66,Conrad,7798:7804,7798:7804,0
a03d6a5ddf48beb93529c87571fad8e02d17b373,train,Who is Beth in relationship to Conrad?,She is his mother,She is his mother,Who is Beth in relationship to Conrad ?,She is his mother,She is his mother,Beth,286,mother,1381,Beth,10339:10343,959:963,1,mother,56279:56285,1735:1741,18
a414849832c3837bdc7e1316dfd9976485cf13b7,train,Who is Samuel's older brother?,Junior.,Junior.,Who is Samuel s older brother ?,Junior .,Junior .,brother,2302,Samuel,4541,brother,58975:58982,3705:3712,14,Samuel,117774:117780,5252:5258,27
a414849832c3837bdc7e1316dfd9976485cf13b7,train,Who was in the emergency room and why?,suzie was in the emegency room because she grasped the knife.,Suzie was in the emergency room after she suffered a wound when grasping the knife that Samuel and Junior were struggling over during their fight.,Who was in the emergency room and why ?,suzie was in the emegency room because she grasped the knife .,Suzie was in the emergency room after she suffered a wound when grasping the knife that Samuel and Junior were struggling over during their fight .,you,4643,Suzie,4652,you,120865:120868,8343:8346,27,Suzie,120960:120965,8438:8443,27
a69fee0515cdb067fec5c42fa88ace5c9639118c,train,Who was Joanna?,Ted's wife,Ted's wife,Who was Joanna ?,Ted s wife,Ted s wife,JOANNA,259,wife,542,JOANNA,9516:9522,9516:9522,0,wife,20922:20926,2587:2591,1
a69fee0515cdb067fec5c42fa88ace5c9639118c,train,Who was Billy?,Ted and Joanna son,Billy is Ted and Joanna's son.,Who was Billy ?,Ted and Joanna son,Billy is Ted and Joanna s son .,Billy,261,son,7672,Billy,9604:9609,9604:9609,0,son,297160:297163,55297:55300,13
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Marina?,She is the fiancee of Demetrius and the daughter of Mnischek. ,Demetrius' fiancee.,Who is Marina ?,She is the fiancee of Demetrius and the daughter of Mnischek .,Demetrius ' fiancee .,MARINA,773,daughter,275,MARINA,28407:28413,27488:27494,1,daughter,9799:9807,8880:8888,1
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Demetrius the son of?,Ivan the Terrible. ,Ivan The Terrible,Who is Demetrius the son of ?,Ivan the Terrible .,Ivan The Terrible,son,156,Ivan,342,son,4891:4894,3972:3975,1,Ivan,12554:12558,11635:11639,1
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is responsible for Bussy's destruction?,"Tamyra's husband, Montsurry.",Montsurry.,Who is responsible for Bussy s destruction ?,"Tamyra s husband , Montsurry .",Montsurry .,Montsurry,558,husband,600,Montsurry,31356:31365,31356:31365,0,husband,33822:33829,33822:33829,0
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Bussy's brother?,Clermont D'Ambois.,Clermont D'Ambois,Who is Bussy s brother ?,Clermont D'Ambois .,Clermont D'Ambois,brother,1051,Clermont,8326,brother,60959:60966,60959:60966,0,Clermont,349317:349325,225612:225620,2
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Clermont's brother?,Bussy. ,Bussy,Who is Clermont s brother ?,Bussy .,Bussy,brother,7363,Bussy,7363,brother,311258:311265,187553:187560,2,Bussy,311266:311271,187561:187566,2
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Claremont a follower of? ,Duc de Guise. ,The Duc de Guise.,Who is Claremont a follower of ?,Duc de Guise .,The Duc de Guise .,lord,1062,Guise,1061,lord,61714:61718,61714:61718,0,Guise,61624:61629,61624:61629,0
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Tymra? ,Bussey's former lover. ,Tamyra is Montsurry's wife.,Who is Tymra ?,Bussey s former lover .,Tamyra is Montsurry s wife .,Tamyra,547,wife,558,Tamyra,30545:30551,30545:30551,0,wife,31373:31377,31373:31377,0
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Madame Raquin's son?,Camille,Camille.,Who is Madame Raquin s son ?,Camille,Camille .,son,324,Camille,327,son,16458:16461,1077:1080,2,Camille,16530:16537,1149:1156,2
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Laurent?,Camille's childhood friend.,A childhood friend of Camille and Therese's affair partner.,Who is Laurent ?,Camille s childhood friend .,A childhood friend of Camille and Therese s affair partner .,Laurent,133,friend,876,Laurent,6277:6284,6277:6284,0,friend,47367:47373,3188:3194,5
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is William Miller's wife?,Olivia Carteret's illigitimate half sister Janet,janet,Who is William Miller s wife ?,Olivia Carteret s illigitimate half sister Janet,janet,wife,1996,Janet,9720,wife,101586:101590,19524:19528,40,Janet,502378:502383,15385:15390,43
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is William Miller?,A black physician who moves back to Wellington to practice medicine.,A physician.,Who is William Miller ?,A black physician who moves back to Wellington to practice medicine .,A physician .,Miller,1503,physician,9493,Miller,76155:76161,30691:30697,39,physician,490910:490919,3917:3926,43
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is Sandy Campbell?,A woman accused of killing Polly Olichtree unjustly.,A servant.,Who is Sandy Campbell ?,A woman accused of killing Polly Olichtree unjustly .,A servant .,Delamere,647,him,3907,Delamere,31256:31264,29370:29378,37,him,202691:202694,72550:72553,41
ac807f3965591f8e23d3565d473fbf5e77264fd7,train,Who is Hero's wife?,Heroine.,Heroine.,Who is Hero s wife ?,Heroine .,Heroine .,baby,2298,Heroine,3811,baby,87179:87183,87179:87183,0,Heroine,141866:141873,741:748,4
ac807f3965591f8e23d3565d473fbf5e77264fd7,train,Who is Bozo's brother?,Hot Wheels.,Bozo's brother is Hot Wheels,Who is Bozo s brother ?,Hot Wheels .,Bozo s brother is Hot Wheels,brother,4672,PARA,2425,brother,173926:173933,32801:32808,4,PARA,91794:91798,91794:91798,0
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62,train,Who is Lisa?,Lisa is Jeff's girlfriend.,She is Jeff's girlfriend.,Who is Lisa ?,Lisa is Jeff s girlfriend .,She is Jeff s girlfriend .,LISA,1404,girl,7693,LISA,62256:62260,62256:62260,0,girl,326245:326249,7299:7303,3
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62,train,Who is Stella?,Jeff's nurse who comes to check on him frequently. ,jeff's insurance company's nurse,Who is Stella ?,Jeff s nurse who comes to check on him frequently .,jeff s insurance company s nurse,STELLA,892,nurse,973,STELLA,40252:40258,40252:40258,0,nurse,43713:43718,43713:43718,0
ae029461fcf47fb7c4e9e2574c7fb936ca29937b,test,Who is Anne's new neighbor?,Mr. Harrison,Mr Harrison,Who is Anne s new neighbor ?,Mr. Harrison,Mr Harrison,neighbor,133,Mr. Harrison,160,neighbor,4665:4673,2442:2450,28,Mr. Harrison,6291:6303,4068:4080,28
b1b2826a2726fe62ceae88b01bf0be24d95a9d39,train,Who is Claude in relation to Margot?,Her son,Her son,Who is Claude in relation to Margot ?,Her son,Her son,Claude,211,son,2136,Claude,6827:6833,6827:6833,0,son,66925:66928,622:625,36
b1b2826a2726fe62ceae88b01bf0be24d95a9d39,train,Who is pregnant?,Pauline,Margot,Who is pregnant ?,Pauline,Margot,I,650,PAULINE,680,I,21182:21183,965:966,8,PAULINE,22065:22072,169:176,9
