document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
c400547f76777cf05ab832229f730077ec3be94b,train,Who is Boyer?,Boyer is a well-respected but boring clergyman.,a respected clergyman,Who is Boyer ?,Boyer is a well-respected but boring clergyman .,a respected clergyman
c400547f76777cf05ab832229f730077ec3be94b,train,Who is Sanford?,Sanford is an aristocratic libertine. ,A man who courted Eliza.,Who is Sanford ?,Sanford is an aristocratic libertine .,A man who courted Eliza .
c495d58b38155f9d465fc570dd35a74e9551dcaf,train,Who is Randall Peltzer?,Randall is Billy's Dad,Billy's Dad,Who is Randall Peltzer ?,Randall is Billy s Dad,Billy s Dad
c495d58b38155f9d465fc570dd35a74e9551dcaf,train,Who is Billy's girlfriend?,Kate Beringer is billy's girlfriend,Kate Beringer.,Who is Billy s girlfriend ?,Kate Beringer is billy s girlfriend,Kate Beringer .
c504d1c2be689fe79324ef90f3657dc02ef2acfb,train,Who is Whorfin?,He is the leader of the Red Lectiods,the leader of the Red Lectroids,Who is Whorfin ?,He is the leader of the Red Lectiods,the leader of the Red Lectroids
c504d1c2be689fe79324ef90f3657dc02ef2acfb,train,WHO IS DR HIKITA TO BANZAI?,HIS MENTOR,His mentor.,WHO IS DR HIKITA TO BANZAI ?,HIS MENTOR,His mentor .
c5210a714c3fecc18d770665ef641c61d10c1317,test,Who is Nell?,A food court worker. ,A person that works in the food court.,Who is Nell ?,A food court worker .,A person that works in the food court .
c5210a714c3fecc18d770665ef641c61d10c1317,test,Who is Saddamn?,An Arab shopkeeper. ,A shopkeeper in the mall who is Arab.,Who is Saddamn ?,An Arab shopkeeper .,A shopkeeper in the mall who is Arab .
c570e32f01dad103306d9b4320770daeb8873bca,train,Who is Gunlod's  Christian lover?,Gunlod's Christian lover is Gunnar.,Gunnar. ,Who is Gunlod s Christian lover ?,Gunlod s Christian lover is Gunnar .,Gunnar .
c5fbceeedd74bdb32ed744381e7edd65cfd17a8a,test,Who was Tacitus's father-in-law?,Agricola,Agricola,Who was Tacitus s father-in-law ?,Agricola,Agricola
c5fbceeedd74bdb32ed744381e7edd65cfd17a8a,test,Who is commander of the army?,Tacitus.,Agricola,Who is commander of the army ?,Tacitus .,Agricola
c6bf28c8adbc7b8fb371bc7cb38d1be353597147,valid,Who is Princess Irene's nursemaid?,Lootie,Lootie.,Who is Princess Irene s nursemaid ?,Lootie,Lootie .
c6bf28c8adbc7b8fb371bc7cb38d1be353597147,valid,Who is Princess Irene's nursemaid?,Lootie.,Lootie,Who is Princess Irene s nursemaid ?,Lootie .,Lootie
c72161c89a7dc8ea5d62b200689bd2acae6f354d,train,Who is an insurance broker? ,Johana Baker,Johana Baker,Who is an insurance broker ?,Johana Baker,Johana Baker
c85ec67ceff73b596af55bbd3cd88bfd37f622ec,train,Who is Erik?,Erik is an ex CIA operative who has been training Hanna.,An ex-CIA agent and father figure in Hanna's life.,Who is Erik ?,Erik is an ex CIA operative who has been training Hanna .,An ex-CIA agent and father figure in Hanna s life .
c8ce03f26a02ca9fcfbb0c9272f4558402b919b4,train,Who is Stevei to Mrs. Verloc?,Brother,Her brother. ,Who is Stevei to Mrs. Verloc ?,Brother,Her brother .
c8e44f344826eb56a9f8d4600582e8816a4da91d,train,Who is Bartleby?,The third scrivener who is hired. ,Bartleby is a scrivener. ,Who is Bartleby ?,The third scrivener who is hired .,Bartleby is a scrivener .
c93b98fc3db3bc4323b55358caf2fa77b495a765,train,Who is Dulcea?,Phaedos' Master Warrior.,Pheados' Master Warrior,Who is Dulcea ?,Phaedos ' Master Warrior .,Pheados ' Master Warrior
c964b6f4312c789c76b202a664ccab8a9807282f,train,Who was Andrew Treverton?,A villainious servant and heir to Porthagenna Tower,Mrs. Treverton's brother,Who was Andrew Treverton ?,A villainious servant and heir to Porthagenna Tower,Mrs. Treverton s brother
c9fb048c6f4d00d15a69c9049c4826cc66118bb3,train,Who was Daffy?,Daffy is the person that told Richard about the island and gave him a map on how to get there.,A traveller who tells Richard of an island in the Gulf of Thailand.,Who was Daffy ?,Daffy is the person that told Richard about the island and gave him a map on how to get there .,A traveller who tells Richard of an island in the Gulf of Thailand .
ca62fc427e58bfba7739e0d514ffe433695ff602,train,Who is Julius's girlfriend?,Lil,Lil,Who is Julius s girlfriend ?,Lil,Lil
cacaa9792f080cab033f10fd7025c5d025f93d0a,train,Who was Reardon's wife?,Amy,Amy Reardon,Who was Reardon s wife ?,Amy,Amy Reardon
cacaa9792f080cab033f10fd7025c5d025f93d0a,train,Who was Mirian?,Alfred's daughter,A research assistant. ,Who was Mirian ?,Alfred s daughter,A research assistant .
cacaa9792f080cab033f10fd7025c5d025f93d0a,train,Who was John Yule?,Mirian's  uncle.,Martin's wealthy uncle,Who was John Yule ?,Mirian s uncle .,Martin s wealthy uncle
cb5468ec85bb82131dad276d2bdf82161d607aba,train,Who is Anna?,The daughter of Gervaise and Coupeau.,The daughter,Who is Anna ?,The daughter of Gervaise and Coupeau .,The daughter
cb5468ec85bb82131dad276d2bdf82161d607aba,train,Who is Coupeau?,The man that Gervaise marries.,Gervaise's husband. ,Who is Coupeau ?,The man that Gervaise marries .,Gervaise s husband .
cb767b7edd8cf3c78492a3147415f3434349c0a7,test,Who was William Clayton?,Jane fiance.,Tarzan's cousin.,Who was William Clayton ?,Jane fiance .,Tarzan s cousin .
cb767b7edd8cf3c78492a3147415f3434349c0a7,test,Who is William Cecil Clayton to Tarzan?,His cousin.,cousin,Who is William Cecil Clayton to Tarzan ?,His cousin .,cousin
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who is Tommy Brock?,He's a Badger.,is the badger who stole the bunnies,Who is Tommy Brock ?,He s a Badger .,is the badger who stole the bunnies
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who is Benjamin Bunny's wife?,Flopsy.,Flopsy,Who is Benjamin Bunny s wife ?,Flopsy .,Flopsy
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who is Benjamin's cousin?,Peter Rabit.,Peter Rabbit ,Who is Benjamin s cousin ?,Peter Rabit .,Peter Rabbit
cc8608ad66db28cabde4fb1b409aff6bce5f13de,train,Who is Adam's wife?,Clover.,Clover,Who is Adam s wife ?,Clover .,Clover
ccdf8c8c07e95675fae3591714061ecacfd5ad2e,valid,Who was Audrey?,Audrey was Flecher formal wife,Fletcher's ex-wife.,Who was Audrey ?,Audrey was Flecher formal wife,Fletcher s ex-wife .
ccdf8c8c07e95675fae3591714061ecacfd5ad2e,valid,Who was Samantha?,Samantha was Flecher Reede client.,Fletcher's current client.,Who was Samantha ?,Samantha was Flecher Reede client .,Fletcher s current client .
ccfabbee5a88f09447f3cbba5ea0f86e5c039058,test,Who is Charley's girlfriend?,Amy Peterson,Amy,Who is Charley s girlfriend ?,Amy Peterson,Amy
ccfc0362f4cbcc6901fe0ef65a54408c61fb2977,train,Who is downtrodden servant of the family?,Jeremiah ,Jeremiah Flintwinch,Who is downtrodden servant of the family ?,Jeremiah,Jeremiah Flintwinch
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Monsieur Orgon?,Silvia's father,Silvia's father.,Who is Monsieur Orgon ?,Silvia s father,Silvia s father .
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Silvia's servant?,Lisette,Lisette.,Who is Silvia s servant ?,Lisette,Lisette .
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Lisette to Silvia?,a servant,her servant,Who is Lisette to Silvia ?,a servant,her servant
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Monsieur Orgon's to Silvia?,her father,Her Fiance.,Who is Monsieur Orgon s to Silvia ?,her father,Her Fiance .
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Arlequin?,Dorante's servant,"Lissette""s significant other.",Who is Arlequin ?,Dorante s servant,Lissette s significant other .
ce23d22d3c3b9297322ea9573f356987ecdeeeb6,test,Who is Santanico Pandemonium? ,The star stripper in the club.,the star stripper,Who is Santanico Pandemonium ?,The star stripper in the club .,the star stripper
ce8cb184a11535e7a7c824c82b7772a1c3a7c92c,train,Who is Alexandre?,"a former pupil of Anne, a pianist.",Anne's pupil ,Who is Alexandre ?,"a former pupil of Anne , a pianist .",Anne s pupil
ce8cb184a11535e7a7c824c82b7772a1c3a7c92c,train,Who is Anne and Georges's daughter? ,Eva,Eva,Who is Anne and Georges s daughter ?,Eva,Eva
ceb4f09a3b51a02fdce4260a79a139723fd541a1,train,Who is Robinson's girlfriend?,Rachel,Rachel.,Who is Robinson s girlfriend ?,Rachel,Rachel .
ceb53c6e5f1f89d2f4d43a0d9fa53af7734fa1d4,train,Who is John's sister Jennie?,Their housekeeper.,The housekeeper.,Who is John s sister Jennie ?,Their housekeeper .,The housekeeper .
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who is Murasaki to Lady Fujitsubo?,Her niece.,Lady Fujitsubo's niece.,Who is Murasaki to Lady Fujitsubo ?,Her niece .,Lady Fujitsubo s niece .
cf2f6cbfb5bea59e783846202d9040713a79890f,train,Who was Alan?,Tracy Garner brother,Tracy's brother,Who was Alan ?,Tracy Garner brother,Tracy s brother
cf873fb685ac6b1bd09c733ad9b0c0130d109454,train,Who is Gladys Leeman?,"Rebecca's mother, head of the pageant organization committee, and a former pageant winner",Head of the pageant committee and former pageant winner.,Who is Gladys Leeman ?,"Rebecca s mother , head of the pageant organization committee , and a former pageant winner",Head of the pageant committee and former pageant winner .
d0384c80f6e170845dd6aade076d21da6174c045,train,Who is john Crocker?,A friend of the Celebrity before he was famous,The Celebrity's friend.,Who is john Crocker ?,A friend of the Celebrity before he was famous,The Celebrity s friend .
d0384c80f6e170845dd6aade076d21da6174c045,train,Who is Charles Wrexall Allen?,The man the Celebrity is impersonating.,The man who the celebrity is impersonating,Who is Charles Wrexall Allen ?,The man the Celebrity is impersonating .,The man who the celebrity is impersonating
d0cad885bea05d1a0272e36b14ddeef899db5cee,train,Who is Paul?,"A sugar plantation owner who hires Betsy to care for Jessica, his wife.",Sugar plantation owner. ,Who is Paul ?,"A sugar plantation owner who hires Betsy to care for Jessica , his wife .",Sugar plantation owner .
d0cad885bea05d1a0272e36b14ddeef899db5cee,train,Who is Wesley?,Paul's half brother who loves Jessica.,Jessica's former fiance,Who is Wesley ?,Paul s half brother who loves Jessica .,Jessica s former fiance
d15686cf4482b52351e990ccd991fefda8d2f6dc,test,Who is Conan?,"The son of Corin, the leader of a barbarian tribe.  ",The son of a barbarian chief.,Who is Conan ?,"The son of Corin , the leader of a barbarian tribe .",The son of a barbarian chief .
d15686cf4482b52351e990ccd991fefda8d2f6dc,test,Who is Lucius?,A soldier of Zym's that Conan remembers.,a soldier from zyms ,Who is Lucius ?,A soldier of Zym s that Conan remembers .,a soldier from zyms
d1960641caba4c85c372a2177e6727ad948c7005,train,Who is Lionel Logue?,An Australian Speech therapist,He is an Australian speech therapist.,Who is Lionel Logue ?,An Australian Speech therapist,He is an Australian speech therapist .
d226b0c7fb662f93cc3298e3caa21212f59e0a36,train,Who is Charlie?,Young Italian American man.,A young Italian-American moving up through the ranks of the Mafia in New York.,Who is Charlie ?,Young Italian American man .,A young Italian-American moving up through the ranks of the Mafia in New York .
d226b0c7fb662f93cc3298e3caa21212f59e0a36,train,Who is Michael's Henchman?,Jimmy,Jimmy Shorts,Who is Michael s Henchman ?,Jimmy,Jimmy Shorts
d226b0c7fb662f93cc3298e3caa21212f59e0a36,train,Who is Teresa?,She is Johnny's cousin.,Johnny Boy's cousin,Who is Teresa ?,She is Johnny s cousin .,Johnny Boy s cousin
d345218d6fb0e8b6e1c7efa193276efb6e83a308,train,Who is Bishop Bridgenorth's youngest daughter?,Edith,Edith is Bishop Bridgenorth's youngest daughter.,Who is Bishop Bridgenorth s youngest daughter ?,Edith,Edith is Bishop Bridgenorth s youngest daughter .
d5615c44b01f98de34d10baaccc981995a43864d,train,"Who is Wyburn ""Wybie"" Lovat?",He is the grandson of the landlady of the Pink Palace Apartments.,the landladys grandson ,Who is Wyburn Wybie Lovat ?,He is the grandson of the landlady of the Pink Palace Apartments .,the landladys grandson
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who was Ursula granddaughter of?,Tom.,Tom Brangwen.,Who was Ursula granddaughter of ?,Tom .,Tom Brangwen .
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who is Ursula?,His granddaughter. ,Anna and Will's daughter.,Who is Ursula ?,His granddaughter .,Anna and Will s daughter .
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who is Anton Skrebensky?,A British soldier of Polish ancestry.,A soldier,Who is Anton Skrebensky ?,A British soldier of Polish ancestry .,A soldier
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,Who is Lydia?,A Polish refugee and widow. ,anna's mom,Who is Lydia ?,A Polish refugee and widow .,anna s mom
d5b32abd0fe5966b8c619084932c5d832d51f063,test,Who is Tyler's roommate?,Aiden,Aidan.,Who is Tyler s roommate ?,Aiden,Aidan .
d5b32abd0fe5966b8c619084932c5d832d51f063,test,Who is Caroline?,Tyler's younger sister.,Tyler's sister,Who is Caroline ?,Tyler s younger sister .,Tyler s sister
d6c728cc9fabd2ef68dabc990731470f455e8fac,train,Who is David Gale?,A professor on death row in a Texas prison.,Convicted,Who is David Gale ?,A professor on death row in a Texas prison .,Convicted
d81debbae25eebaf6ac998a0059eaa08cc7be5bc,train,Who is Hildy Johnson?,Walter's ex-wife and former reporter,A reporter for The Morning Post and ex-wife of Walter Burns.,Who is Hildy Johnson ?,Walter s ex-wife and former reporter,A reporter for The Morning Post and ex-wife of Walter Burns .
d81debbae25eebaf6ac998a0059eaa08cc7be5bc,train,Who is Bruce Baldwin?,An insurance man to whom Hildy is engaged.,insurance man,Who is Bruce Baldwin ?,An insurance man to whom Hildy is engaged .,insurance man
d81debbae25eebaf6ac998a0059eaa08cc7be5bc,train,Who is Earl Williams?,A convicted killer due to be executed.,Convicted Murderer,Who is Earl Williams ?,A convicted killer due to be executed .,Convicted Murderer
d81debbae25eebaf6ac998a0059eaa08cc7be5bc,train,Who is Walter's ex-wife?,Hildy,Hildy.,Who is Walter s ex-wife ?,Hildy,Hildy .
d87a40e39666a2b9e096f60a84cbe3b9fd32589f,train,Who is Miriam Rooth?,A young British actress.,a young actress,Who is Miriam Rooth ?,A young British actress .,a young actress
d87a40e39666a2b9e096f60a84cbe3b9fd32589f,train,Who is Julia Dallow?,A lady friend of Nick's.,Nick Dormer's lady friend.,Who is Julia Dallow ?,A lady friend of Nick s .,Nick Dormer s lady friend .
d8844d709aa624a5ffe70f185dc68488839d37ea,train,Who is Selena?,She is Claudio Perrini's wife.,"Claudio's wife, and El Lobo",Who is Selena ?,She is Claudio Perrini s wife .,"Claudio s wife , and El Lobo"
d8aeeba694332530d1ca1647779c3228959aa20a,valid,Who is Debbie to Steven?,His wife.,is his wife,Who is Debbie to Steven ?,His wife .,is his wife
d8e966a26d8054e3155ed4a4ade83b2bab83e95b,train,Who was among the new accuatences meat aboard?,Victor Valdi,Victor Valdi ,Who was among the new accuatences meat aboard ?,Victor Valdi,Victor Valdi
d985a7679a1b086447b9cda085422f8dc7252105,train,Who was Helen Walshingham?,A wood carving class teacher,A wood carving teacher and Kipps once fiance ,Who was Helen Walshingham ?,A wood carving class teacher,A wood carving teacher and Kipps once fiance
d985a7679a1b086447b9cda085422f8dc7252105,train,Who was Artie's childhood girlfriend?,Anna,Ann Pornick,Who was Artie s childhood girlfriend ?,Anna,Ann Pornick
da0fbf9aa024eeace9a2e1aef91915f26856d233,train,Who is John Fothergill West?,The fiance of General Heatherstone's daughter Gabriel.,the general's daughter's finace,Who is John Fothergill West ?,The fiance of General Heatherstone s daughter Gabriel .,the general s daughter s finace
da215ca3bcbf04997227bce18a3f8782f8c956e4,train,Who is Owen?,Owen is a spy working for Conchubor.,A spy.,Who is Owen ?,Owen is a spy working for Conchubor .,A spy .
da215ca3bcbf04997227bce18a3f8782f8c956e4,train,Who is Conchubor?,The High King of Ulster,The Old King of Ulster,Who is Conchubor ?,The High King of Ulster,The Old King of Ulster
da92db374a011f526873e2c6734a2dd54f197fa5,train,Who is George's sister?,Kate,Kate,Who is George s sister ?,Kate,Kate
da92db374a011f526873e2c6734a2dd54f197fa5,train,Who is Kate in relation to Alice?,A Cousin,She's her cousin.,Who is Kate in relation to Alice ?,A Cousin,She s her cousin .
daa54dd9f8daecd7bcc6f01f3b360a272d5d97a4,test,Who is Amory's mentor?,Monsignor Darcy,Monsignor Darcy. ,Who is Amory s mentor ?,Monsignor Darcy,Monsignor Darcy .
daa54dd9f8daecd7bcc6f01f3b360a272d5d97a4,test,Who is Beatrice in relation to Amory?,His mother,His mother.,Who is Beatrice in relation to Amory ?,His mother,His mother .
daa54dd9f8daecd7bcc6f01f3b360a272d5d97a4,test,Who is Monsignor Darcy in relation to Amory?,his mentor,His mentor.,Who is Monsignor Darcy in relation to Amory ?,his mentor,His mentor .
db25c1e66223c9829dbec103c7e4b1820d240c08,train,Who was responsible for Michael's death?,Castor Troy,Castor troy,Who was responsible for Michael s death ?,Castor Troy,Castor troy
db50738d7cae3992d86212a129d743ba0838e65b,test,Who is Mamie Mannering?,"Peter's friend in Kensington Gardens that he proposes to, she is the basis for Wendy Darling.",A girl who gets lost in the Gardens,Who is Mamie Mannering ?,"Peter s friend in Kensington Gardens that he proposes to , she is the basis for Wendy Darling .",A girl who gets lost in the Gardens
dcc32fc8e81332ee23773037a78b3ef5edf4f53f,train,Who is True-wit to Dauphine?,a friend,Her friend.,Who is True-wit to Dauphine ?,a friend,Her friend .
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Who is Domino Harvey?,A bounty hunter who works for a bail bondsman. ,A former model and bounty hunter,Who is Domino Harvey ?,A bounty hunter who works for a bail bondsman .,A former model and bounty hunter
dd2f9e47986fa729eedcfeefed5fdd7128e173f2,test,Who is Anne to Rilla?,Mother,mom,Who is Anne to Rilla ?,Mother,mom
ddd55023a3dd6800331b50c560f74390f85f1e06,train,Who is Crystal?,Julian's mother.,Julian and Billy's mother,Who is Crystal ?,Julian s mother .,Julian and Billy s mother
ddd878f7e5c406f3aa4308eb96577145c9cc673c,train,Who is Romeo? ,A mexican underground fighter who joins the McManus brother's team. ,A Mexican underground fighter,Who is Romeo ?,A mexican underground fighter who joins the McManus brother s team .,A Mexican underground fighter
de01eef0c46c744cbc407f886e97195c15d133dc,train,Who is Elliot Carver's personal assassin?,Dr. Kaufman,Dr. Kaufman,Who is Elliot Carver s personal assassin ?,Dr. Kaufman,Dr. Kaufman
de42ec88ce00d0f1e21ad4ad719d1d64499e5166,valid,Who is Drexl?,Alabama's former pimp.,Alabama's pimp,Who is Drexl ?,Alabama s former pimp .,Alabama s pimp
de42ec88ce00d0f1e21ad4ad719d1d64499e5166,valid,Who is Clifford?,Clarence's father.,Clarence father.,Who is Clifford ?,Clarence s father .,Clarence father .
de473a0652a9752467748e558602267725ec4422,train,Who is most responsible for the creation of SkyNet?,Miles Bennett Dyson,Miles Bennett Dyson,Who is most responsible for the creation of SkyNet ?,Miles Bennett Dyson,Miles Bennett Dyson
deae2c2c3964684550d73f691762da489f9782f7,train,Who is Eddie Adams?,A high school dropout.,He is the main character.,Who is Eddie Adams ?,A high school dropout .,He is the main character .
def05b2808f7557610b6b71051b257dd1f955bc1,train,Who is Hypatia's fiancee?,Bentley Summerhays,Bentley Summerhays,Who is Hypatia s fiancee ?,Bentley Summerhays,Bentley Summerhays
def05b2808f7557610b6b71051b257dd1f955bc1,train,Who is Gunner?,A cashier,A cashier with a grudge against the wealthy class.,Who is Gunner ?,A cashier,A cashier with a grudge against the wealthy class .
dfc26addcd9cd2cf53ed6804445d8bc60668d316,train,Who is Elektra?,Robert King's daughter.,The daughter of British oil tycoon Sir Robert King.,Who is Elektra ?,Robert King s daughter .,The daughter of British oil tycoon Sir Robert King .
e034bde573f14b8bbbbfc19ea55bab96c9c2a2aa,test,Who is beautiful?,Elisabeth. ,Elisabeth,Who is beautiful ?,Elisabeth .,Elisabeth
e0c74cdf270ebe29a2139e7319fc7314738c88ee,valid,Who is Sector Seven's director?,Tom Banachek,Tom Banachek,Who is Sector Seven s director ?,Tom Banachek,Tom Banachek
e0c74cdf270ebe29a2139e7319fc7314738c88ee,valid,Who is Megatron?,The leader of the Decepticons,leader of the Decepticons,Who is Megatron ?,The leader of the Decepticons,leader of the Decepticons
e11589d91adedbbb983989cb3ed213c6e76ed99a,train,Who is Muriela?,A Corinthian slave that was brought along by Zargheba to impersonate the oracle.,A Corinthian slave girl,Who is Muriela ?,A Corinthian slave that was brought along by Zargheba to impersonate the oracle .,A Corinthian slave girl
e11589d91adedbbb983989cb3ed213c6e76ed99a,train,Who is Bit-Yakin?, A pelishti traveller,Bit-Yakin was a Pelishti traveller.,Who is Bit-Yakin ?,A pelishti traveller,Bit-Yakin was a Pelishti traveller .
e11918fe15248b740d970ca62dfd10cdd4065f6f,train,Who is Elsa?,The village beauty.,The village beauty.,Who is Elsa ?,The village beauty .,The village beauty .
e1a5be12e8c521868c2f4c7485797ffa7e0acd9d,train,Who is Anabel?,She is Champernell's 16 year old niece.,Champernells niece,Who is Anabel ?,She is Champernell s 16 year old niece .,Champernells niece
e292eae2486862f6df6ff388cb2dd6777bc73f27,test,Who is Cheryl Cohen-Greene?,A sex surrogate.,A sex surrogate,Who is Cheryl Cohen-Greene ?,A sex surrogate .,A sex surrogate
e29f23ebe56136421e71a8caa88693c07a1ba623,train,Who is Aristo to Callista?,Her brother,Her brother.,Who is Aristo to Callista ?,Her brother,Her brother .
e29f23ebe56136421e71a8caa88693c07a1ba623,train,Who was caecilius and what was he reffered later?,caecilius is a mysterious christian priest and is later referred to as st. cyprian of carthage,He was a Christian priest who was identified as St Cyprian of Carthage,Who was caecilius and what was he reffered later ?,caecilius is a mysterious christian priest and is later referred to as st. cyprian of carthage,He was a Christian priest who was identified as St Cyprian of Carthage
e29f23ebe56136421e71a8caa88693c07a1ba623,train,Who is callista?,"callista is a young and beautiful greek girl , she is a gifted  young woman.",She is a girl who is young and beautiful.,Who is callista ?,"callista is a young and beautiful greek girl , she is a gifted young woman .",She is a girl who is young and beautiful .
e2b2c77fb78c35ba232fb1e043031f31cc1a3689,train,Who is Amphiltryon's wife?,Alcmena,alcmena,Who is Amphiltryon s wife ?,Alcmena,alcmena
e2b2c77fb78c35ba232fb1e043031f31cc1a3689,train,Who is Amphitryon wife?,Alcmena ,Alcmena ,Who is Amphitryon wife ?,Alcmena,Alcmena
e34f792dd7a299d7e2a03bbe0f03048505cfebcc,train,Who is Jenny?,An Orangatan.,a young orangutan brought from Borneo to the London Zoo where she died of pneumonia,Who is Jenny ?,An Orangatan .,a young orangutan brought from Borneo to the London Zoo where she died of pneumonia
e34f792dd7a299d7e2a03bbe0f03048505cfebcc,train,"Who was Darwin's ""accomplice""?",Emma.,Emma,Who was Darwin s accomplice ?,Emma .,Emma
e3793c8072528b1d92b8614113e6d2b5748652cd,train,Who is Latika?,"A girl from the same slum as Jamal and Salim, who the brothers take in during the Bombay riots.", girl from the slum,Who is Latika ?,"A girl from the same slum as Jamal and Salim , who the brothers take in during the Bombay riots .",girl from the slum
e37b89959b8a08a31c7623074f65877668b47d26,train,Who is Fritz von Tarlenheim?,a loyal courtier,The loyal courtier.,Who is Fritz von Tarlenheim ?,a loyal courtier,The loyal courtier .
e3aea7e1997b6057899be86ce2acd04a2df6bf57,train,Who is Walter Hartright?,A young art teacher.,An art teacher.,Who is Walter Hartright ?,A young art teacher .,An art teacher .
e3b700a2a9853e91d32726b11328d5ffd087297a,train,Who is Baucaire actually?,A French Prince,A French Prince,Who is Baucaire actually ?,A French Prince,A French Prince
e4081796caf2b0354f1fc78626b7a74396979e5b,train,Who is Jenna?,A young Chinese-American girl who lives in Max's apartment building.,his Daughter,Who is Jenna ?,A young Chinese-American girl who lives in Max s apartment building .,his Daughter
e4081796caf2b0354f1fc78626b7a74396979e5b,train,Who is Euclid?,Max's computer,Max's computer,Who is Euclid ?,Max s computer,Max s computer
e524c75271fe0e5c4b1fdbc3c2e297cdecf1b113,test,Who is Ruth's son?,Leonard,Leonard.,Who is Ruth s son ?,Leonard,Leonard .
e53665b111c3ab95216386fd492e54a0eb0906b0,train,Who is Elizabeth Ann?,An orphan,An orphan.,Who is Elizabeth Ann ?,An orphan,An orphan .
e53665b111c3ab95216386fd492e54a0eb0906b0,train,Who is Frances?,Betsy's cousin,her father's cousin,Who is Frances ?,Betsy s cousin,her father s cousin
e5514678c3a6ac0dad17b96993ea231da4fecd0a,valid,Who is Rebecca's protector?,Jane,Jane,Who is Rebecca s protector ?,Jane,Jane
e57471b92e3889301c10fbf9eb8d78204ca7d80e,train,Who is Patience Crabstick?,Lizzie's disloyal maid,Lizzie's maid ,Who is Patience Crabstick ?,Lizzie s disloyal maid,Lizzie s maid
e5a717d519b7648ce17e3f1f78dd4ba0548c8338,train,Who is Hrothgar?,King of the Danes.,The king of the Danes,Who is Hrothgar ?,King of the Danes .,The king of the Danes
e5a717d519b7648ce17e3f1f78dd4ba0548c8338,train,Who is Wiglaf?,Swedish relative of Beowulf who helps him defeat the dragon,Beowulf's reletive.,Who is Wiglaf ?,Swedish relative of Beowulf who helps him defeat the dragon,Beowulf s reletive .
e5a717d519b7648ce17e3f1f78dd4ba0548c8338,train,Who is a hero of the Geats?,Beowulf. ,Beowulf.,Who is a hero of the Geats ?,Beowulf .,Beowulf .
e5b92b062c01f4016c439c2f76a114370142d414,train,Who is Somerset?,A near retiring detective who is Mills' partner on the case.,detective ,Who is Somerset ?,A near retiring detective who is Mills ' partner on the case .,detective
e5c7770f84262102e2d284d4589cae5aa6e73872,train,Who is Kwytoffle?,The pretended magician. ,A fake Magician,Who is Kwytoffle ?,The pretended magician .,A fake Magician
e5c7770f84262102e2d284d4589cae5aa6e73872,train,Who is Sesely?,The daughter of Baron Merd of Heg. ,Daughter to Baron Merd of Heg. ,Who is Sesely ?,The daughter of Baron Merd of Heg .,Daughter to Baron Merd of Heg .
e5c7770f84262102e2d284d4589cae5aa6e73872,train,Who is Nerle?,Prince Marvel's squire boy.,A prisoner,Who is Nerle ?,Prince Marvel s squire boy .,A prisoner
e60d35663e8d38fa4bde3bff0690ab2ca735fd74,train,Who is Connor MacLeod?,The Highlander.,The Highlander,Who is Connor MacLeod ?,The Highlander .,The Highlander
e62ba8eff570a51d9e5dd256e45012d4d83bfd5f,test,Who is Anastasie to Delphine?,Her sister. ,sister,Who is Anastasie to Delphine ?,Her sister .,sister
e6ff33cf1eb66a9bcffffbeb0866ec6ccee7f3af,test,Who is Merrick?,The Watcher who guides and trains Buffy.,"he is a Watcher who informs Buffy that she is the Slayer, and he guides and trains her",Who is Merrick ?,The Watcher who guides and trains Buffy .,"he is a Watcher who informs Buffy that she is the Slayer , and he guides and trains her"
e7598e595c6dd58166b88f92a5723e63f3d93b78,train,Who was Madana?,Madana was the god of love.,God of Love,Who was Madana ?,Madana was the god of love .,God of Love
e7598e595c6dd58166b88f92a5723e63f3d93b78,train,Who was Vansata?,Vansata was the god of springti and eternal youth.,The god of springtime and eternal youth.,Who was Vansata ?,Vansata was the god of springti and eternal youth .,The god of springtime and eternal youth .
e7598e595c6dd58166b88f92a5723e63f3d93b78,train,Who was Chitra?,Chita was a great warrior and a hero.,The daughter of the King of Manipur and a warrior.,Who was Chitra ?,Chita was a great warrior and a hero .,The daughter of the King of Manipur and a warrior .
e80dcfbc4d200c173d6ac969a9b160a40a1edf70,train,Who is Lenny's ex-girlfriend?,Faith Justin,Faith Justin ,Who is Lenny s ex-girlfriend ?,Faith Justin,Faith Justin
e80dcfbc4d200c173d6ac969a9b160a40a1edf70,train,Who is Faith's new boyfriend?,Philo Gant,philo gant,Who is Faith s new boyfriend ?,Philo Gant,philo gant
