document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,question_span_grounded,question_linenum,answer_span_grounded,answer_linenum
b2ea4fae4188c23a975683eaeb43ed2ac698f7c0,train,Who is Mahbub Ali?,A member of the British SS and a horse trader.,A native operative of the British Secret service.,Who is Mahbub Ali ?,A member of the British SS and a horse trader .,A native operative of the British Secret service .,Mahbub Ali,774,the horse-trader,774
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS ROHASENA TO CHARUDATTA?,HIS SON,his son,WHO IS ROHASENA TO CHARUDATTA ?,HIS SON,his son,Rohasena,724,son,761
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS VASANTHASENA TO CHARUDATTA?,HIS MISTRISS,His mistress.,WHO IS VASANTHASENA TO CHARUDATTA ?,HIS MISTRISS,His mistress .,Vasantasenā,4995,mistress,5319
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS MADANIKA TO VASANTHASENA?,HER SLAVE,Her slave,WHO IS MADANIKA TO VASANTHASENA ?,HER SLAVE,Her slave,Madanikā,3888,me,4000
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS SARVILAKA TO MADANIKA?,HER LOVER,Her lover .,WHO IS SARVILAKA TO MADANIKA ?,HER LOVER,Her lover .,Sharvilaka,4038,lord,4035
b38ea90791d8f8be86027c57edcea26dba5fcb44,test,Who is George Somerset?,Paula's architect,An architecht from London,Who is George Somerset ?,Paula s architect,An architecht from London,George Somerset,173,architect,3089
b38ea90791d8f8be86027c57edcea26dba5fcb44,test,Who is George Somerset?,An architect employed by Paula Power,an architect,Who is George Somerset ?,An architect employed by Paula Power,an architect,Somerset,1086,architect,2822
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,Who is Constance in relation to Cesar?,his wife,Constance is Cesar's wife.,Who is Constance in relation to Cesar ?,his wife,Constance is Cesar s wife .,Constance,172,wife,11617
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,Who is Cesar's wife?,Constance,Constance.,Who is Cesar s wife ?,Constance,Constance .,wife,172,Constance,597
b510383c844f4f423a9e5ca63daa4b665916aa96,test,Who is Maia to Arnold Rubek? ,His wife.,She is his wife.,Who is Maia to Arnold Rubek ?,His wife .,She is his wife .,MAIA,185,wife,4399
b510383c844f4f423a9e5ca63daa4b665916aa96,test,Who is Irena to Arnold?,"The former model of his sculpture called ""Resurrection"". ",She is his artistic muse and nude model.,Who is Irena to Arnold ?,The former model of his sculpture called Resurrection .,She is his artistic muse and nude model .,Irene,1540,model,2037
b61541153e7d52f0238fb8014efbad42728143fa,test,"Who is Delia, really?",Mrs. Malaprop.,Mrs. Malaprop.,"Who is Delia , really ?",Mrs. Malaprop .,Mrs. Malaprop .,Delia,1832,Mrs. Malaprop,4913
b73035c123d8fab8f2be18dd9759bedbf1bbaf20,train,Who is Nabote?,The Queen of the Faries,The Queen of the Fairies,Who is Nabote ?,The Queen of the Faries,The Queen of the Fairies,Nabote,6769,she,6899
b833410a8ff29952ca664319cb3462f2fd07d4f9,valid,Who is Dwayne Murney?,The vice principal,Dwayne Murney is the vice principal of the school.,Who is Dwayne Murney ?,The vice principal,Dwayne Murney is the vice principal of the school .,MURNEY,2135,vice principal,2084
bb6376e342dc66b433066219e35995b491923a16,test,Who is Iola's grandmother?,Harriet,Harriet,Who is Iola s grandmother ?,Harriet,Harriet,grandmother,6104,Harriet,5020
bddb5d539d43bd3d63ca9ff7266e424eb5854521,valid,Who is Verdell?,Simon's dog.,Simon's dog ,Who is Verdell ?,Simon s dog .,Simon s dog,Verdell,297,dog,1094
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4,train,Who is Yanko Goorall?,The emigrant,An emigrant from Central Europe,Who is Yanko Goorall ?,The emigrant,An emigrant from Central Europe,Yanko,859,emigrant,240
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4,train,Who is Johnny?,Amy and Yanko's son.,Yanko and Amy's son.,Who is Johnny ?,Amy and Yanko s son .,Yanko and Amy s son .,Johnny,1126,child,98
bfd50b1cf73709308ab4ad727d829c5fca23480c,test,Who is Whistler to Blade? ,An old friend.,He is an old friend,Who is Whistler to Blade ?,An old friend .,He is an old friend,Whistler,1014,old man,4210
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is lthe attorneys wife?,Amaranta,amaranta,Who is lthe attorneys wife ?,Amaranta,amaranta,wife,6019,Amaranta,5738
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is Ascencio?,Henriques son,Jamie's friend.,Who is Ascencio ?,Henriques son,Jamie s friend .,Asc,239,Boy,294
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is octavio?,Ascencio. Step dad,Ascanio's pretended father.,Who is octavio ?,Ascencio . Step dad,Ascanio s pretended father .,Octavio,731,you,856
c002791c4ff779710ca7ba8d8cde2ac4b27d28b3,train,Who is Tarr?,A British spy who insists there is a British intelligence mole. ,A spy brittish,Who is Tarr ?,A British spy who insists there is a British intelligence mole .,A spy brittish,TUFTY THESINGER,2901,spy,2902
c0aa30a9c4eeace0c59ae36a6f9387b553e8c245,train,WHO IS APAECIDES TO IONE?,HER BROTHER,He rescued her from Arbaces.,WHO IS APAECIDES TO IONE ?,HER BROTHER,He rescued her from Arbaces .,Apaecides,1543,brother,5755
c0aa30a9c4eeace0c59ae36a6f9387b553e8c245,train,Who is Ione's former guardian?,Arbaces,Arbaces,Who is Ione s former guardian ?,Arbaces,Arbaces,guardian,5979,Arbaces,1368
c231d777e69681b32aff6a29bcb70932bc60c0a9,test,Who is Ellen to Robert?,His wife.,his spouse,Who is Ellen to Robert ?,His wife .,his spouse,Ellen,415,wife,2502
c2e872845e99f82ddfa5a3ed84f985a04b6729e6,test,Who is David Dokos?,George's neighbor who is trying to stop the construction of the house because it is 6 inches too tall,George's neighbor,Who is David Dokos ?,George s neighbor who is trying to stop the construction of the house because it is 6 inches too tall,George s neighbor,DAVID DOKOS,330,He,6206
